prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
President,has,that,handed,401,True,Kennedy,NP,0,0,0,2,,,
has,the,Kennedy,Defense,401,False,handed,VB,1,0,2,0,,ed,
the,Department,handed,the,401,True,Defense,NN,0,0,0,12,,e,
Defense,the,the,major,401,True,Department,NN,0,0,0,3,,,
the,responsibility,Department,for,401,False,major,JJ,8,0,1,4,,,
major,for,the,the,401,False,responsibility,NN,0,0,0,3,,,
the,civil,for,defense,401,False,nation's,NN,0,0,0,0,,,
nation's,defense,the,program,401,False,civil,JJ,6,0,0,0,,,
civil,program,nation's,",",401,False,defense,NN,0,0,0,12,,e,
defense,",",civil,Mr.,401,False,program,NN,0,0,2,8,,,
",",Hawksley,program,said,401,True,Mr.,NP,0,0,0,1,,,
Mr.,said,",",the,401,True,Hawksley,NP,0,0,0,0,,,
Hawksley,the,Mr.,federal,401,False,said,VB,1,0,11,0,,,
the,government,said,would,401,False,federal,JJ,4,0,0,2,,,
federal,would,the,pay,401,False,government,NN,0,0,0,4,,,
would,half,government,the,401,False,pay,VB,0,0,11,1,,,
the,of,half,a,401,False,salary,NN,0,0,0,1,,,
a,local,of,director,401,False,full-time,JJ,1,1,0,0,,e,
full-time,director,a,.,401,False,local,JJ,3,0,0,2,,,
local,.,full-time,,401,False,director,NN,0,0,0,5,,,
He,the,,opinion,402,False,expressed,VB,2,0,7,0,,ed,
the,the,expressed,city,402,False,opinion,NN,0,0,0,6,,ion,
the,could,opinion,hire,402,False,city,NN,0,0,0,3,,,
could,a,city,CD,402,False,hire,VB,0,0,3,2,,e,
a,director,hire,for,402,True,CD,NN,1,0,0,4,,,
CD,for,a,about,402,False,director,NN,0,0,0,5,,,
for,"$3,500",director,a,402,False,about,RB,1,7,0,0,,,
about,a,for,year,402,True,"$3,500",NN,0,0,0,0,,,
a,and,"$3,500",would,402,False,year,NN,0,0,0,4,,,
would,have,and,to,402,False,only,RB,2,7,0,0,,ly,
to,up,have,half,402,False,put,VB,0,0,9,1,,,
that,on,half,a,402,False,amount,NN,0,0,3,4,,,
a,fund,on,basis,402,False,matching,VB,2,0,10,0,,ing,
matching,basis,a,to,402,False,fund,NN,0,0,6,3,,,
fund,to,matching,defray,402,False,basis,NN,0,0,0,3,,,
to,the,basis,salary,402,False,defray,VB,0,0,1,0,,,
the,costs,defray,.,402,False,salary,NN,0,0,0,1,,,
salary,.,the,,402,False,costs,NN,0,0,2,4,,,
,Hawksley,,said,403,True,Mr.,NP,0,0,0,1,,,
Mr.,said,,he,403,True,Hawksley,NP,0,0,0,0,,,
Hawksley,he,Mr.,believed,403,False,said,VB,1,0,11,0,,,
he,there,said,are,403,False,believed,VB,0,0,5,0,,ed,
a,of,are,qualified,403,False,number,NN,0,0,6,11,,er,
of,city,number,residents,403,False,qualified,VB,5,0,7,0,,ed,
qualified,residents,of,who,403,False,city,NN,0,0,0,3,,,
city,who,qualified,would,403,False,residents,NN,0,0,0,2,,,
be,to,would,take,403,False,willing,JJ,2,0,3,1,,ing,
to,the,willing,full-time,403,False,take,VB,0,0,42,2,,e,
the,CD,take,job,403,False,full-time,JJ,1,1,0,0,,e,
full-time,job,the,.,403,True,CD,NN,1,0,0,4,,,
CD,.,full-time,,403,False,job,NN,0,0,4,13,,,
these,is,of,former,404,False,men,NN,0,0,0,12,,,
former,Chief,is,John,404,True,Fire,NN,0,0,9,9,,e,
Fire,John,former,A.,404,True,Chief,NN,1,0,0,3,,,
Chief,A.,Fire,Laughlin,404,True,John,NP,0,0,0,5,,,
John,Laughlin,Chief,",",404,True,A.,NP,0,0,0,0,,,
A.,",",John,he,404,True,Laughlin,NP,0,0,0,0,,,
he,.,",",,404,False,said,VB,1,0,11,0,,,
,with,,a,405,True,Along,RB,0,5,0,0,,,
a,",",with,the,405,False,director,NN,0,0,0,5,,,
the,should,",",provide,405,False,city,NN,0,0,0,3,,,
should,a,city,CD,405,False,provide,VB,0,0,7,0,,e,
a,headquarters,provide,so,405,True,CD,NN,1,0,0,4,,,
CD,so,a,that,405,False,headquarters,NN,0,0,1,3,,,
that,information,so,about,405,False,pertinent,JJ,2,0,0,0,,,
pertinent,about,that,the,405,False,information,NN,0,0,0,5,in,ion,
the,organization,about,would,405,False,local,JJ,3,0,0,2,,,
local,would,the,be,405,False,organization,NN,0,0,0,7,,ion,
be,.,would,,405,False,centralized,VB,1,0,1,0,,ed,
,Hawksley,,said,406,True,Mr.,NP,0,0,0,1,,,
Mr.,said,,.,406,True,Hawksley,NP,0,0,0,0,,,
Hawksley,.,Mr.,,406,False,said,VB,1,0,11,0,,,
One,that,,would,407,False,advantage,NN,0,0,1,3,,e,
would,to,that,the,407,False,come,VB,0,0,21,1,,e,
the,in,to,having,407,False,city,NN,0,0,0,3,,,
a,director,having,",",407,False,full-time,JJ,1,1,0,0,,e,
full-time,",",a,he,407,False,director,NN,0,0,0,5,,,
he,",",",",is,407,False,said,VB,1,0,11,0,,,
that,Providence,is,would,407,True,East,JJ,1,1,0,5,,,
East,would,that,become,407,True,Providence,NP,0,0,0,4,,e,
would,eligible,Providence,to,407,False,become,VB,0,0,4,0,,e,
become,to,would,apply,407,False,eligible,JJ,1,0,0,0,,e,
to,to,eligible,the,407,False,apply,VB,0,0,10,0,,ly,
the,government,to,for,407,False,federal,JJ,4,0,0,2,,,
federal,for,the,financial,407,False,government,NN,0,0,0,4,,,
for,aid,government,in,407,False,financial,JJ,1,0,0,0,,,
financial,in,for,purchasing,407,False,aid,NN,0,0,2,4,,,
in,equipment,aid,needed,407,False,purchasing,VB,0,0,1,1,,ing,
purchasing,needed,in,for,407,False,equipment,NN,0,0,0,1,,,
equipment,for,purchasing,a,407,False,needed,VB,1,0,3,0,,ed,
a,civil,for,defense,407,False,sound,JJ,9,0,7,8,,,
sound,defense,a,program,407,False,civil,JJ,6,0,0,0,,,
civil,program,sound,.,407,False,defense,NN,0,0,0,12,,e,
defense,.,civil,,407,False,program,NN,0,0,2,8,,,
,funds,,also,408,True,Matching,VB,2,0,10,0,,ing,
Matching,also,,can,408,False,funds,NN,0,0,6,4,,,
funds,can,Matching,be,408,False,also,RB,0,1,0,0,,,
be,for,can,procurement,408,False,obtained,VB,0,0,3,0,,ed,
for,of,obtained,such,408,False,procurement,NN,0,0,0,1,,,
of,items,procurement,as,408,False,such,JJ,1,1,0,0,,,
such,as,of,radios,408,False,items,NN,0,0,0,5,,,
as,",",items,sirens,408,False,radios,NN,0,0,1,3,,,
",",and,radios,rescue,408,False,sirens,NN,0,0,0,5,,,
and,trucks,sirens,",",408,False,rescue,NN,0,0,2,1,,e,
rescue,",",and,he,408,False,trucks,NN,0,0,1,2,,,
he,.,",",,408,False,said,VB,1,0,11,0,,,
,Hawksley,,believes,409,True,Mr.,NP,0,0,0,1,,,
Mr.,believes,,that,409,True,Hawksley,NP,0,0,0,0,,,
Hawksley,that,Mr.,East,409,False,believes,VB,0,0,5,2,,,
that,Providence,believes,could,409,True,East,JJ,1,1,0,5,,,
East,could,that,use,409,True,Providence,NP,0,0,0,4,,e,
could,two,Providence,more,409,False,use,VB,0,0,6,7,,e,
more,trucks,two,",",409,False,rescue,NN,0,0,2,1,,e,
rescue,",",more,similar,409,False,trucks,NN,0,0,1,2,,,
",",to,trucks,the,409,False,similar,JJ,5,0,0,0,,,
the,vehicle,to,obtained,409,True,CD,NN,1,0,0,4,,,
CD,obtained,the,several,409,False,vehicle,NN,0,0,0,4,,e,
vehicle,several,CD,years,409,False,obtained,VB,0,0,3,0,,ed,
several,ago,obtained,and,409,False,years,NN,0,0,0,7,,,
years,and,several,now,409,False,ago,RB,1,1,0,0,,,
and,detailed,ago,to,409,False,now,RB,0,7,0,1,,,
now,to,and,the,409,False,detailed,VB,1,0,2,0,,ed,
the,Fire,to,Station,409,True,Central,JJ,2,0,0,1,,,
Central,Station,the,.,409,True,Fire,NN,0,0,9,9,,e,
Fire,.,Central,,409,True,Station,NN,0,0,1,5,,ion,
would,one,He,of,410,False,assign,VB,0,0,8,0,,,
the,trucks,of,to,410,False,rescue,NN,0,0,2,1,,e,
rescue,to,the,the,410,False,trucks,NN,0,0,1,2,,,
the,section,to,of,410,True,Riverside,NP,0,0,0,2,,e,
Riverside,of,the,the,410,False,section,NN,0,0,1,14,,ion,
the,and,of,the,410,False,city,NN,0,0,0,3,,,
the,area,to,.,410,True,Rumford,NP,0,0,0,0,,,
Rumford,.,the,,410,False,area,NN,0,0,0,6,,,
,of,,the,411,True,Speaking,VB,1,0,5,2,,ing,
the,status,of,of,411,False,present,JJ,2,0,13,3,,,
present,of,the,civil,411,False,status,NN,0,0,0,2,,,
of,defense,status,in,411,False,civil,JJ,6,0,0,0,,,
civil,in,of,the,411,False,defense,NN,0,0,0,12,,e,
the,",",in,Mr.,411,False,city,NN,0,0,0,3,,,
",",Hawksley,city,said,411,True,Mr.,NP,0,0,0,1,,,
Mr.,said,",",he,411,True,Hawksley,NP,0,0,0,0,,,
Hawksley,he,Mr.,would,411,False,said,VB,1,0,11,0,,,
be,to,would,bet,411,False,willing,JJ,2,0,3,1,,ing,
to,that,willing,not,411,False,bet,VB,0,0,3,2,,,
one,in,than,a,411,False,person,NN,0,0,0,3,,,
would,what,hundred,to,411,False,know,VB,0,0,11,1,,,
to,in,where,the,411,False,go,VB,1,0,30,4,,,
the,of,in,an,411,False,event,NN,0,0,0,4,,,
an,attack,of,.,411,False,enemy,NN,0,0,0,4,,,
enemy,.,an,,411,False,attack,NN,0,0,6,9,,,
The,Race,,Track,412,True,Narragansett,NP,0,0,0,0,,,
Narragansett,Track,The,grounds,412,True,Race,NN,0,0,4,6,,e,
Race,grounds,Narragansett,is,412,True,Track,NN,0,0,5,11,,,
Track,is,Race,one,412,False,grounds,NN,0,0,12,16,,,
one,point,is,",",412,False,assembly,NN,0,0,0,6,,ly,
assembly,",",one,he,412,False,point,NN,0,0,14,26,,,
he,",",",",and,412,False,said,VB,1,0,11,0,,,
a,theater,and,in,412,False,drive-in,NN,0,0,0,1,,,
drive-in,in,a,Seekonk,412,False,theater,NN,0,0,0,3,,er,
in,would,theater,be,412,True,Seekonk,NP,0,0,0,0,,,
,residents,,would,413,True,Riverside,NP,0,0,0,2,,e,
Riverside,would,,go,413,False,residents,NN,0,0,0,2,,,
would,to,residents,the,413,False,go,VB,1,0,30,4,,,
the,assembly,to,point,413,True,Seekonk,NP,0,0,0,0,,,
Seekonk,point,the,.,413,False,assembly,NN,0,0,0,6,,ly,
assembly,.,Seekonk,,413,False,point,NN,0,0,14,26,,,
,Hawksley,,said,414,True,Mr.,NP,0,0,0,1,,,
Mr.,said,,he,414,True,Hawksley,NP,0,0,0,0,,,
Hawksley,he,Mr.,was,414,False,said,VB,1,0,11,0,,,
not,of,was,city,414,False,critical,JJ,7,0,0,0,,,
of,residents,critical,for,414,False,city,NN,0,0,0,3,,,
city,for,of,not,414,False,residents,NN,0,0,0,2,,,
not,what,for,to,414,False,knowing,VB,4,0,11,1,,ing,
to,in,where,case,414,False,assemble,VB,0,0,3,0,,e,
in,of,assemble,an,414,False,case,NN,0,0,2,20,,e,
an,attack,of,.,414,False,air,NN,0,0,6,9,,,
air,.,an,,414,False,attack,NN,0,0,6,9,,,
,vital,,information,415,True,Such,JJ,1,1,0,0,,,
Such,information,,",",415,False,vital,JJ,4,0,0,0,,,
vital,",",Such,he,415,False,information,NN,0,0,0,5,in,ion,
he,",",",",has,415,False,said,VB,1,0,11,0,,,
be,available,to,to,415,False,made,VB,3,0,49,0,,e,
made,to,be,the,415,False,available,JJ,3,0,0,0,,e,
the,frequently,to,and,415,False,public,NN,2,0,0,2,,,
public,and,the,at,415,False,frequently,RB,0,1,0,0,,ly,
at,intervals,and,for,415,False,regular,JJ,13,0,0,4,,,
regular,for,at,residents,415,False,intervals,NN,0,0,0,4,in,,
for,to,intervals,know,415,False,residents,NN,0,0,0,2,,,
to,.,residents,,415,False,know,VB,0,0,11,1,,,
the,council,If,fails,416,False,city,NN,0,0,0,3,,,
city,fails,the,to,416,False,council,NN,0,0,0,3,,,
council,to,city,consider,416,False,fails,VB,0,0,11,0,,,
to,appointment,fails,of,416,False,consider,VB,0,0,9,0,,er,
consider,of,to,a,416,False,appointment,NN,0,0,0,6,,,
a,CD,of,director,416,False,full-time,JJ,1,1,0,0,,e,
full-time,director,a,",",416,True,CD,NN,1,0,0,4,,,
CD,",",full-time,Mr.,416,False,director,NN,0,0,0,5,,,
",",Hawksley,director,said,416,True,Mr.,NP,0,0,0,1,,,
Mr.,said,",",",",416,True,Hawksley,NP,0,0,0,0,,,
Hawksley,",",Mr.,then,416,False,said,VB,1,0,11,0,,,
",",he,said,plans,416,False,then,RB,1,3,0,1,,,
he,to,then,call,416,False,plans,VB,0,0,4,3,,,
to,a,plans,meeting,416,False,call,VB,0,0,28,13,,,
a,early,call,in,416,False,meeting,NN,0,0,13,6,,ing,
meeting,in,a,September,416,False,early,RB,6,3,0,0,,ly,
in,so,early,that,416,True,September,NP,0,0,0,1,,er,
a,defense,that,organization,416,False,civil,JJ,6,0,0,0,,,
civil,organization,a,will,416,False,defense,NN,0,0,0,12,,e,
defense,will,civil,be,416,False,organization,NN,0,0,0,7,,ion,
be,locally,will,.,416,False,developed,VB,3,0,21,0,,ed,
developed,.,be,,416,False,locally,RB,0,2,0,0,,ly,
first,he,the,would,417,False,things,NN,0,0,0,13,,,
he,",",",",would,417,False,said,VB,1,0,11,0,,,
to,classes,be,in,417,False,organize,VB,0,0,6,0,,e,
organize,in,to,first,417,False,classes,NN,0,0,1,8,,,
first,.,in,,417,False,aid,NN,0,0,2,4,,,
Other,would,,be,418,False,steps,NN,0,0,10,13,,,
be,after,would,information,418,False,developed,VB,3,0,21,0,,ed,
after,drifts,developed,down,418,False,information,NN,0,0,0,5,in,ion,
information,down,after,to,418,False,drifts,VB,0,0,10,7,,,
the,level,to,from,418,False,local,JJ,3,0,0,2,,,
local,from,the,the,418,False,level,NN,5,0,6,8,,,
the,government,from,.,418,False,federal,JJ,4,0,0,2,,,
federal,.,the,,418,False,government,NN,0,0,0,4,,,
,Island,,is,419,True,Rhode,NP,0,0,0,0,,e,
Rhode,is,,going,419,True,Island,NN,0,0,0,2,,,
is,to,Island,examine,419,False,going,VB,1,0,30,3,,ing,
to,its,going,Sunday,419,False,examine,VB,0,0,5,0,,e,
Sunday,law,its,with,419,False,sales,NN,0,0,0,6,,,
sales,with,Sunday,possible,419,False,law,NN,0,0,0,7,,,
with,revisions,law,in,419,False,possible,JJ,2,0,0,2,,e,
possible,in,with,mind,419,False,revisions,NN,0,0,0,3,,,
in,.,revisions,,419,False,mind,NN,0,0,6,7,,,
,Notte,,said,420,True,Governor,NN,0,0,0,2,,,
Governor,said,,last,420,True,Notte,NP,0,0,0,0,,e,
Notte,last,Governor,night,420,False,said,VB,1,0,11,0,,,
last,he,said,plans,420,False,night,NN,0,0,0,8,,,
he,to,night,name,420,False,plans,VB,0,0,4,3,,,
to,a,plans,committee,420,False,name,VB,0,0,9,6,,e,
a,to,name,make,420,False,committee,NN,0,0,0,2,,e,
to,the,committee,study,420,False,make,VB,0,0,49,2,,e,
the,and,make,come,420,False,study,NN,0,0,6,10,,,
and,up,study,with,420,False,come,VB,0,0,21,1,,e,
with,for,up,possible,420,False,recommendations,NN,0,0,0,3,,,
for,changes,recommendations,in,420,False,possible,JJ,2,0,0,2,,e,
possible,in,for,time,420,False,changes,NN,0,0,10,10,,,
in,for,changes,the,420,False,time,NN,0,0,5,10,,e,
next,of,the,the,420,False,session,NN,0,0,0,4,,ion,
the,Assembly,of,.,420,True,General,JJ,6,0,1,3,,,
General,.,the,,420,True,Assembly,NN,0,0,0,6,,ly,
The,move,,into,421,False,governor's,NN,0,0,0,0,,,
governor's,into,The,the,421,False,move,NN,0,0,16,5,,e,
the,``,into,blue,421,False,so-called,JJ,1,0,0,0,,ed,
``,law,so-called,'',421,False,blue,JJ,8,0,1,7,,e,
blue,'',``,controversy,421,False,law,NN,0,0,0,7,,,
'',came,law,in,421,False,controversy,NN,0,0,0,1,,,
controversy,in,'',the,421,False,came,VB,0,0,21,0,,e,
the,of,in,a,421,False,form,NN,0,0,7,16,,,
a,to,of,Miss,421,False,letter,NN,0,0,3,5,,er,
to,Mary,letter,R.,421,True,Miss,NP,0,0,9,3,,,
Miss,R.,to,Grant,421,True,Mary,NP,0,0,0,1,,,
Mary,Grant,Miss,",",421,True,R.,NP,0,0,0,0,,,
R.,",",Mary,deputy,421,True,Grant,NP,0,0,7,8,,ant,
",",city,Grant,clerk,421,False,deputy,JJ,0,0,0,4,,,
deputy,clerk,",",of,421,False,city,NN,0,0,0,3,,,
city,of,deputy,Central,421,False,clerk,NN,0,0,1,2,,,
of,Falls,clerk,.,421,True,Central,JJ,2,0,0,1,,,
Central,.,of,,421,True,Falls,NN,0,0,32,14,,,
A,was,,released,422,False,copy,NN,0,0,4,4,,,
was,to,copy,the,422,False,released,VB,0,0,10,0,,ed,
the,.,to,,422,False,press,NN,0,0,14,9,,,
,Notte,,was,423,True,Mr.,NP,0,0,0,1,,,
Mr.,was,,responding,423,True,Notte,NP,0,0,0,0,,e,
was,to,Notte,a,423,False,responding,VB,0,0,3,0,,ing,
a,adopted,to,by,423,False,resolution,NN,0,0,0,11,,ion,
resolution,by,a,the,423,False,adopted,VB,1,0,7,0,,ed,
the,Falls,by,City,423,True,Central,JJ,2,0,0,1,,,
Central,City,the,Council,423,True,Falls,NN,0,0,32,14,,,
Falls,Council,Central,on,423,True,City,NN,0,0,0,3,,,
City,on,Falls,July,423,True,Council,NN,0,0,0,3,,,
on,10,Council,and,423,True,July,NP,0,0,0,1,,ly,
and,to,10,the,423,False,sent,VB,1,0,8,1,,,
the,house,to,by,423,False,state,NN,0,0,3,8,,e,
state,by,the,Miss,423,False,house,NN,0,0,2,12,,e,
by,Grant,house,.,423,True,Miss,NP,0,0,9,3,,,
Miss,.,by,,423,True,Grant,NP,0,0,7,8,,ant,
The,urges,,the,424,False,resolution,NN,0,0,0,11,,ion,
resolution,the,The,governor,424,False,urges,VB,0,0,3,2,,,
the,to,urges,have,424,False,governor,NN,0,0,0,2,,,
a,study,have,of,424,False,complete,JJ,5,0,5,0,,e,
complete,of,a,the,424,False,study,NN,0,0,6,10,,,
Sunday,laws,the,made,424,False,sales,NN,0,0,0,6,,,
sales,made,Sunday,with,424,False,laws,NN,0,0,0,8,,,
laws,with,sales,an,424,False,made,VB,3,0,49,0,,e,
an,to,with,their,424,False,eye,NN,0,0,1,5,,e,
their,at,to,the,424,False,revision,NN,0,0,0,3,,ion,
next,of,the,the,424,False,session,NN,0,0,0,4,,ion,
the,.,of,,424,False,legislature,NN,0,0,0,1,,e,
the,council,While,suggested,425,False,city,NN,0,0,0,3,,,
city,suggested,the,that,425,False,council,NN,0,0,0,3,,,
council,that,city,the,425,False,suggested,VB,0,0,5,0,,ed,
the,Council,that,might,425,True,Legislative,JJ,2,0,0,0,,e,
Legislative,might,the,perform,425,True,Council,NN,0,0,0,3,,,
might,the,Council,review,425,False,perform,VB,0,0,4,0,,,
the,",",perform,Mr.,425,False,review,NN,0,0,5,10,,,
",",Notte,review,said,425,True,Mr.,NP,0,0,0,1,,,
Mr.,said,",",that,425,True,Notte,NP,0,0,0,0,,e,
Notte,that,Mr.,instead,425,False,said,VB,1,0,11,0,,,
that,he,said,will,425,False,instead,RB,0,2,0,0,in,,
will,up,he,the,425,False,take,VB,0,0,42,2,,e,
the,with,up,Atty.,425,False,matter,NN,0,0,1,6,,er,
with,Gen.,matter,J.,425,True,Atty.,NN,0,0,0,0,,,
Atty.,J.,with,Joseph,425,True,Gen.,JJ,0,0,0,0,,,
Gen.,Joseph,Atty.,Nugent,425,True,J.,NP,0,0,0,0,,,
J.,Nugent,Gen.,to,425,True,Joseph,NP,0,0,0,3,,,
Joseph,to,J.,get,425,True,Nugent,NP,0,0,0,0,,,
to,``,Nugent,the,425,False,get,VB,0,0,36,1,,,
the,of,``,his,425,False,benefit,NN,0,0,2,3,,,
his,'',of,.,425,False,views,VB,0,0,3,10,,,
will,appoint,He,the,426,False,then,RB,1,3,0,1,,,
then,the,will,study,426,False,appoint,VB,0,0,3,0,,,
the,committee,appoint,with,426,False,study,NN,0,0,6,10,,,
study,with,the,Mr.,426,False,committee,NN,0,0,0,2,,e,
with,Nugent's,committee,cooperation,426,True,Mr.,NP,0,0,0,1,,,
Mr.,cooperation,with,",",426,True,Nugent's,NP,0,0,0,0,,,
Nugent's,",",Mr.,the,426,False,cooperation,NN,0,0,0,2,,ion,
the,said,",",.,426,False,governor,NN,0,0,0,2,,,
governor,.,the,,426,False,said,VB,1,0,11,0,,,
would,the,I,proposed,427,False,expect,VB,0,0,6,0,,,
the,committee,expect,to,427,False,proposed,VB,0,0,5,0,,ed,
proposed,to,the,hold,427,False,committee,NN,0,0,0,2,,e,
to,public,committee,hearings,427,False,hold,VB,0,0,36,9,,,
hold,hearings,to,'',427,False,public,JJ,2,0,0,2,,,
public,'',hold,",",427,False,hearings,NN,0,0,5,6,,,
",",Notte,'',said,427,True,Mr.,NP,0,0,0,1,,,
Mr.,said,",",",",427,True,Notte,NP,0,0,0,0,,e,
Notte,",",Mr.,``,427,False,said,VB,1,0,11,0,,,
to,the,``,views,427,False,obtain,VB,0,0,3,0,,,
the,of,obtain,the,427,False,views,NN,0,0,3,10,,,
the,public,of,and,427,False,general,JJ,6,0,1,3,,,
general,and,the,religious,427,False,public,NN,2,0,0,2,,,
and,",",public,labor,427,False,religious,JJ,4,0,0,1,,,
",",and,religious,special-interest,427,False,labor,NN,0,0,3,7,,,
and,groups,labor,affected,427,False,special-interest,NN,0,0,0,0,,est,
special-interest,affected,and,by,427,False,groups,NN,0,0,2,3,,,
groups,by,special-interest,these,427,False,affected,VB,3,0,5,0,,ed,
these,'',by,.,427,False,laws,NN,0,0,0,8,,,
The,wrote,,Miss,428,False,governor,NN,0,0,0,2,,,
governor,Miss,The,Grant,428,False,wrote,VB,0,0,10,0,,e,
wrote,Grant,governor,that,428,True,Miss,NP,0,0,9,3,,,
Miss,that,wrote,he,428,True,Grant,NP,0,0,7,8,,ant,
been,for,has,some,428,False,concerned,VB,3,0,2,0,,ed,
some,``,for,with,428,False,time,NN,0,0,5,10,,e,
the,problem,with,which,428,False,continuous,JJ,2,0,0,0,,,
continuous,which,the,confronts,428,False,problem,NN,0,0,0,3,,,
which,our,problem,local,428,False,confronts,VB,0,0,4,0,,,
our,and,confronts,state,428,False,local,JJ,3,0,0,2,,,
and,law,local,enforcement,428,False,state,NN,0,0,3,8,,e,
state,enforcement,and,officers,428,False,law,NN,0,0,0,7,,,
law,officers,state,as,428,False,enforcement,NN,0,0,0,1,,,
enforcement,as,law,a,428,False,officers,NN,0,0,1,4,,,
a,of,as,the,428,False,result,NN,0,0,3,4,,,
the,regulating,of,Sunday,428,False,laws,NN,0,0,0,8,,,
laws,Sunday,the,sales,428,False,regulating,VB,0,0,4,1,,ing,
Sunday,'',regulating,.,428,False,sales,NN,0,0,0,6,,,
The,general,,has,429,False,attorney,NN,0,0,0,1,,,
attorney,has,The,advised,429,False,general,NN,6,0,1,3,,,
has,local,general,police,429,False,advised,VB,2,0,3,0,,ed,
advised,police,has,that,429,False,local,JJ,3,0,0,2,,,
local,that,advised,it,429,False,police,NN,0,0,1,1,,e,
their,to,is,enforce,429,False,duty,NN,0,0,0,3,,,
to,the,duty,blue,429,False,enforce,VB,0,0,2,0,,e,
the,laws,enforce,.,429,False,blue,JJ,8,0,1,7,,e,
blue,.,the,,429,False,laws,NN,0,0,0,8,,,
be,they,there,are,430,False,evidence,NN,0,0,3,3,,e,
are,",",they,he,430,False,shirking,VB,0,0,2,1,,ing,
has,",",he,the,430,False,said,VB,1,0,11,0,,,
the,police,",",will,430,False,state,NN,0,0,3,8,,e,
state,will,the,step,430,False,police,NN,0,0,1,1,,e,
will,into,police,the,430,False,step,VB,0,0,10,11,,,
the,.,into,,430,False,situation,NN,0,0,0,5,,ion,
more,across,been,the,431,False,activity,NN,0,0,0,6,,,
the,line,across,in,431,False,state,NN,0,0,3,8,,e,
state,in,the,Massachusetts,431,False,line,NN,0,0,6,30,,e,
in,than,line,in,431,True,Massachusetts,NP,0,0,0,4,,,
in,Island,than,in,431,True,Rhode,NP,0,0,0,0,,e,
Rhode,in,in,recent,431,True,Island,NN,0,0,0,2,,,
in,weeks,Island,toward,431,False,recent,JJ,2,0,0,1,,,
recent,toward,in,enforcement,431,False,weeks,NN,0,0,0,3,,,
toward,of,weeks,the,431,False,enforcement,NN,0,0,0,1,,,
Sunday,laws,the,.,431,False,sales,NN,0,0,0,6,,,
sales,.,Sunday,,431,False,laws,NN,0,0,0,8,,,
The,",",,similar,432,False,statutes,NN,0,0,0,1,,,
",",in,statutes,both,432,False,similar,JJ,5,0,0,0,,,
the,State,both,and,432,True,Bay,NN,1,0,2,7,,,
Bay,and,the,Rhode,432,True,State,NN,0,0,3,8,,e,
and,Island,State,and,432,True,Rhode,NP,0,0,0,0,,e,
Rhode,and,and,dating,432,True,Island,NN,0,0,0,2,,,
and,back,Island,in,432,False,dating,VB,0,0,5,1,,ing,
dating,in,and,some,432,False,back,RB,3,6,10,9,,,
some,to,in,colonial,432,False,instances,NN,0,0,1,2,in,,
to,times,instances,",",432,False,colonial,JJ,3,0,0,1,,,
colonial,",",to,severely,432,False,times,NN,0,0,5,12,,,
",",limit,times,the,432,False,severely,RB,0,3,0,0,,ly,
severely,the,",",types,432,False,limit,VB,0,0,3,6,,,
the,of,limit,merchandise,432,False,types,NN,0,0,2,6,,,
of,that,types,may,432,False,merchandise,NN,0,0,1,1,,e,
